Name,Code for scientific name and authority in lookup table,Plot number,National Forest or other area,Latitude (decimal degrees),Longitude (decimal degrees),Wilderness Area,Region,Year of tissue collection,Chromium (ppm dw),Copper (ppm dw),Managanese (ppm dw),Nitrogen (% dw),Phosphorous (ppm dw),Potassium (ppm dw),Sulfur (% dw),Elevation (ft),Air pollution score,Taxonomic authority,Common name,AQ Rating,codename,sci_name
Platismatia glauca,plagla,1118168,Mt. Hood National Forest,44.76,-121.78,,6.0,2005.0,1.455,3.78,221.11,0.637,729.95,1970.2,0.085,6100.0,-0.606,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia inactiva,hypina,1174148,Gifford Pinchot National Forest,46.14,-122.11,,6.0,2005.0,,,,0.456,,,,2800.0,-0.23,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Letharia vulpina,letvul,1044160,Fremont-Winema National Forests,42.94,-121.95,,6.0,2007.0,0.34,1.108,343.83,,904.08,3103.7,,5700.0,-0.25,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Alectoria sarmentosa,alesar,1134180,Mt. Hood National Forest,45.15,-121.57,,6.0,2005.0,0.28,2.566,196.92,0.746,490.97,2313.5,0.14,3200.0,0.171,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Hypogymnia inactiva,hypina,1168152,Gifford Pinchot National Forest,45.99,-122.04,,6.0,1996.0,0.84,4.56,278.8,0.48,658.0,1842.0,0.056,2700.0,-0.639,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Hypogymnia inactiva,hypina,Pack510,Pack Experimental Forest,46.854,-122.307,,6.0,2000.0,3.214,5.004,111.12,0.812,1033.1,3447.9,0.13,770.0,,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Hypogymnia enteromorpha,hypent,1084124,Willamette National Forest,43.93,-122.55,,6.0,1996.0,1.08,4.5,448.3,0.38,1462.0,2983.0,0.06,2100.0,-0.263,(Ach.) Nyl.,Tube lichen,intermediate,hypent,Hypogymnia enteromorpha
,pine1575,,,,,,6.0,1997.0,,,,1.17,,,0.195,,,,,,,
Letharia vulpina,letvul,Stark428,Wallowa-Whitman National Forest,45.208,-118.492,,6.0,2000.0,0.53,1.22,76.21,0.541,657.46,2107.1,0.048,4000.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,rhipel,FlaGor01,Ashley National Forest,41.004,-109.637,,14.0,2010.0,6.74,6.43,14.95,0.21,300.0,900.0,0.03,,,(Ramond) Leuckert & Poelt,Rock brooch,,rhipel,Rhizoplaca peltata
Lobaria oregana,lobore,1098156,Willamette National Forest,44.27,-122.0,,6.0,1995.0,,,,,,,0.082,2700.0,0.07,(Tuck.) Muell. Arg.,Lungwort,most sensitive,lobore,Lobaria oregana
,edta,,,,,,10.0,2005.0,,,,9.551,,,,,,,,,,
Alectoria sarmentosa,alesar,1144168,Mt. Hood National Forest,45.4,-121.77,Mount Hood Wilderness,6.0,2004.0,0.422,1.205,256.18,0.403,358.57,1393.4,0.036,4400.0,-0.525,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Hypogymnia inactiva,hypina,1142164,Mt. Hood National Forest,45.35,-121.84,Mount Hood Wilderness,6.0,1997.0,1.14,4.4,196.9,0.725,855.5,2694.0,0.062,4200.0,-0.282,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
,alesarmth,,,,,,6.0,1998.0,0.38,1.4,94.04,0.31,416.4,1527.0,0.045,,,,,,,
,letcol,1088192,Deschutes National Forest,44.01,-121.39,,6.0,1994.0,0.9,11.6,73.9,1.26,1048.0,3292.0,0.088,4000.0,-0.438,(Nutt.) J.W. Thomson,Wolf lichen,intermediate,letcol,Letharia columbiana
Letharia vulpina,letvul,1032172-N,Winema National Forest,42.645,-121.763,,6.0,2009.0,0.314,1.371,72.128,0.889,438.21,1973.7,0.043,,-0.543,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Alectoria sarmentosa,alesar,1100164,Willamette National Forest,44.32,-121.86,Mount Washington Wilderness,6.0,2005.0,0.28,1.279,155.1,0.468,534.02,2116.1,0.076,5300.0,-0.23,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,evepru,ARM105,Columbia River Gorge National Scenic Area,45.7,-121.703,,6.0,1994.0,1.5,12.8,76.4,1.15,1252.0,3179.0,0.122,200.0,0.818,(L.) Ach.,Antler lichen,most tolerant,evepru,Evernia prunastri
Letharia vulpina,letvul,JohnDay6,BLM Public Domain Land,44.37,-118.921,,6.0,2008.0,2.401,3.289,48.895,1.7,867.39,2658.1,0.096,4920.0,0.269,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Hypogymnia enteromorpha,hypent,TNF236,Tongass N.F.,57.059,-135.211,,10.0,1990.0,3.8,8.35,41.0,,1903.0,3868.0,0.144,100.0,-0.358,(Ach.) Nyl.,Tube lichen,intermediate,hypent,Hypogymnia enteromorpha
Hypogymnia enteromorpha,hypent,1106044,Siuslaw National Forest,44.47,-123.92,Drift Creek Wilderness,6.0,2011.0,0.47,4.82,282.31,0.523,1413.0,3065.5,0.056,1400.0,-0.463,(Ach.) Nyl.,Tube lichen,intermediate,hypent,Hypogymnia enteromorpha
Alectoria sarmentosa,alesar,TNF039,Tongass N.F.,56.763,-132.933,,10.0,1989.0,0.3,0.62,108.0,,300.0,1124.0,0.032,,-0.944,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Platismatia glauca,plagla,SandPt3,Idaho Panhandle National Forests,48.251,-116.5,,6.0,2008.0,2.078,3.04,65.159,0.931,471.96,1912.6,0.068,3600.0,0.374,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia inactiva,hypina,KLGO_DYD,Klondike Goldrush National Historic Park,59.505,-135.356,,10.0,2009.0,1.874,3.837,81.65,0.722,1227.5,3310.7,0.071,15.0,,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Alectoria sarmentosa,alesar,1180184,Gifford Pinchot National Forest,46.28,-121.47,Mount Adams Wilderness,6.0,2005.0,0.28,1.146,226.7,0.355,521.59,1853.9,0.122,5300.0,-0.716,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Sphaerophorus globosus,sphglo,1198164,Gifford Pinchot National Forest,46.73,-121.81,,6.0,2004.0,0.616,2.368,52.831,0.502,823.99,1948.4,0.042,2800.0,-0.478,(Hudson) Vainio,Coral lichen,intermediate,sphglo,Sphaerophorus globosus
Alectoria sarmentosa,alesar,1054152,Umpqua National Forest,43.18,-122.08,,6.0,1997.0,0.72,1.56,220.0,0.315,414.1,1501.0,0.029,6000.0,-0.468,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,hylspl,1150148,Columbia River Gorge National Scenic Area,45.55,-122.12,,6.0,1994.0,2.9,6.4,496.6,0.63,1556.0,5185.0,0.067,2000.0,-0.287,,,,hylspl,Hylocomium splendens
,evepru,ARM155,Columbia River Gorge National Scenic Area,45.538,-122.316,,6.0,2004.0,1.373,5.408,34.68,1.34,988.15,3086.2,0.126,100.0,0.976,(L.) Ach.,Antler lichen,most tolerant,evepru,Evernia prunastri
,apple 1515,,,,,,6.0,2011.0,,,,2.3,,,,,,,,,,
,alesarwil,,,,,,6.0,2006.0,,,,,,,0.032,,,,,,,
,apple1515,,,,,,6.0,2000.0,,,,,,,0.202,,,,,,,
,alesarwil,,,,,,6.0,2006.0,0.28,1.056,233.5,0.39,400.29,1929.8,0.042,,,,,,,
Alectoria sarmentosa,alesar,1170172,Gifford Pinchot National Forest,46.04,-121.68,Indian Heaven Wilderness,6.0,2005.0,,,,,,,0.084,3600.0,-0.549,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Platismatia glauca,plagla,1188180,Gifford Pinchot National Forest,46.48,-121.53,Goat Rocks Wilderness,6.0,1995.0,4.5,10.9,213.1,0.35,782.0,1183.0,0.062,5100.0,-0.363,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Letharia vulpina,letvul,NCL-2B,Deschutes National Forest,43.719,-121.241,,6.0,1995.0,0.9,7.0,218.7,0.71,1004.0,2698.0,0.067,6350.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Hypogymnia enteromorpha,hypent,1072144,Willamette National Forest,43.63,-122.21,,6.0,1996.0,2.9,23.7,243.3,0.68,1523.0,2915.0,0.07,3300.0,-0.368,(Ach.) Nyl.,Tube lichen,intermediate,hypent,Hypogymnia enteromorpha
,blank,,,,,,6.0,1994.0,0.3,0.5,0.1,,1.0,14.0,-0.0,,,,,,,
Platismatia glauca,plagla,1068116,Umpqua National Forest,43.53,-122.69,,6.0,2009.0,0.929,1.899,185.1,0.512,618.19,1570.6,0.043,4200.0,-0.258,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,rice 1008,,,,,,10.0,2012.0,,,,,,,0.094,,,,,,,
Hypogymnia enteromorpha,hypent,TNF031A,Tongass N.F.,56.708,-132.131,Stikine-LeConte Wilderness,10.0,1989.0,0.8,4.58,244.0,,805.0,1820.0,0.064,9.0,-0.53,(Ach.) Nyl.,Tube lichen,intermediate,hypent,Hypogymnia enteromorpha
,alesarmth,,,,,,6.0,1995.0,0.3,1.1,95.2,0.37,429.0,1550.0,0.043,,,,,,,
,xanmon,UintaF01,Uinta National Forest,40.501,-111.538,,14.0,2003.0,4.2,7.91,58.2,2.67,1366.0,7470.0,0.172,5500.0,,,,,,
Hypogymnia inactiva,hypina,Alsea212,Siuslaw National Forest,44.494,-123.667,,6.0,1999.0,0.938,6.087,70.748,,1226.6,3188.0,,1550.0,,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Bryoria fremontii,bryfre,1112156,Willamette National Forest,44.61,-121.99,,6.0,1997.0,,,,,,,0.063,4100.0,-0.015,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
,orchard0.201,,,,,,6.0,2000.0,,,,,,,0.206,,,,,,,
Platismatia glauca,plagla,1094160,Willamette National Forest,44.17,-121.93,,6.0,2004.0,1.422,2.256,31.303,0.56,1000.5,2102.7,0.054,3800.0,0.004,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Platismatia glauca,plagla,1188184,Gifford Pinchot National Forest,46.48,-121.46,Goat Rocks Wilderness,6.0,1995.0,4.8,9.6,126.0,,707.0,1284.0,,5100.0,-0.263,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Platismatia glauca,plagla,1086140,Willamette National Forest,43.97,-122.28,,6.0,2005.0,0.794,1.893,379.82,0.324,632.52,1862.0,0.031,4400.0,-0.578,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Alectoria sarmentosa,alesar,1058148,Umpqua National Forest,43.29,-122.15,,6.0,2010.0,0.288,0.882,108.59,0.518,404.24,1570.3,0.046,4200.0,-0.287,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Platismatia glauca,plagla,1068116,Umpqua National Forest,43.53,-122.69,,6.0,1999.0,1.04,12.18,205.0,0.399,716.58,1594.48,0.047,4200.0,-0.258,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,flacap,LocustSpring174,George Washington and Jefferson National Forest,38.568,-79.624,,89.0,1995.0,,,,1.2,,,0.1,3822.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
Hypogymnia imshaugii,hypims,Kettle2,Stevens County,48.618,-118.114,,6.0,2003.0,3.907,7.476,85.564,1.36,1112.1,3603.9,0.14,1684.0,0.811,Krog,Tube lichen,tolerant,hypims,Hypogymnia imshaugii
Letharia vulpina,letvul,PoleCkTr,Deschutes National Forest,44.15,-121.708,Three Sisters Wilderness,6.0,1993.0,1,7.0,365.0,0.45,1139.0,2827.0,0.047,5800.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Letharia vulpina,letvul,1038164,Fremont-Winema National Forests,42.79,-121.89,,6.0,2000.0,0.374,0.93,89.47,,411.57,1878.1,,4900.0,-0.303,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Platismatia glauca,plagla,MTHW20,Mt. Hood National Forest,45.313,-121.816,Mount Hood Wilderness,6.0,1993.0,2.1,2.1,98.1,0.4,1088.0,2308.0,0.056,2270.0,,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Letharia vulpina,letvul,ARM175,Columbia River Gorge National Scenic Area,45.655,-121.414,,6.0,1998.0,1.96,4.22,86.26,0.914,399.9,1906.0,0.112,1000.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Hypogymnia imshaugii,hypims,1172176,Gifford Pinchot National Forest,46.09,-121.61,,6.0,1996.0,1.44,4.66,213.1,0.55,886.0,2509.0,0.065,3700.0,-0.411,Krog,Tube lichen,tolerant,hypims,Hypogymnia imshaugii
,letcol,1092180,Deschutes National Forest,44.12,-121.59,,6.0,2004.0,0.561,1.748,446.79,0.669,1044.1,2543.9,0.04,6100.0,-0.19,(Nutt.) J.W. Thomson,Wolf lichen,intermediate,letcol,Letharia columbiana
,alesarwil,,,,,,6.0,2006.0,,,,,,,0.04,,,,,,,
,flacap,Monong101B,Monongahela National Forest,38.995,-79.344,Dolly Sods Wilderness,89.0,1992.0,,6.29,269.916,1.27,1175.71,4169.13,0.162,3661.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
,lobpul,CRG82B,Columbia River Gorge National Scenic Area,45.716,-121.802,,6.0,1998.0,1.4,16.06,51.9,2.54,1152.38,4777.8,0.156,160.0,,(L.) Hoffm.,Lungwort,intermediate,lobpul,Lobaria pulmonaria
Platismatia glauca,plagla,1178160,Gifford Pinchot National Forest,46.24,-121.89,,6.0,2005.0,,,,,,,0.116,3400.0,-0.663,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia inactiva,hypina,ARM160,Columbia River Gorge National Scenic Area,45.612,-121.999,,6.0,2004.0,1.844,7.008,42.324,1.68,922.77,3224.9,0.153,200.0,0.204,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Lobaria oregana,lobore,1134152,Mt. Hood National Forest,45.16,-122.05,Roaring River Wilderness,6.0,1995.0,0.7,5.5,299.0,2.2,1771.0,6531.0,0.14,3600.0,-0.387,(Tuck.) Muell. Arg.,Lungwort,most sensitive,lobore,Lobaria oregana
Platismatia glauca,plagla,HJA429,Willamette National Forest,44.192,-122.215,,6.0,2000.0,1.749,1.63,120.78,0.3,673.69,1611.2,0.038,1860.0,,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia imshaugii,hypims,1024148,Fremont-Winema National Forests,42.45,-122.16,,6.0,1999.0,0.98,7.88,554.62,0.645,1143.44,2812.0,0.057,4400.0,-0.212,Krog,Tube lichen,tolerant,hypims,Hypogymnia imshaugii
,rlv,,,,,,6.0,2009.0,0.677,5.02,51.683,2.24,2177.2,9891.1,0.182,,,,,,,
Alectoria sarmentosa,alesar,1110172,Deschutes National Forest,44.56,-121.72,,6.0,1994.0,0.3,4.6,184.9,0.69,1030.0,2569.0,0.042,4200.0,0.081,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Letharia vulpina,letvul,1020244,Fremont-Winema National Forests,42.32,-120.57,,6.0,2003.0,0.66,1.821,72.877,1.15,537.37,2040.6,0.14,6100.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,rice1.09,,,,,,6.0,2004.0,,,,1.07,,,0.113,,,,,,,
Alectoria sarmentosa,alesar,1078172,Deschutes National Forest,43.77,-121.73,,6.0,2005.0,0.288,3.02,182.28,0.627,524.8,2096.8,0.125,4600.0,-0.536,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Alectoria sarmentosa,alesar,1088128,Willamette National Forest,44.02,-122.48,,6.0,1995.0,0.3,9.6,221.3,0.36,568.0,1929.0,0.052,3700.0,-0.344,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,bcr482,,,,,,6.0,2009.0,,,,,,,0.204,,,,,,,
Alectoria sarmentosa,alesar,1188164,Gifford Pinchot National Forest,46.48,-121.82,,6.0,1995.0,1,1.6,314.3,0.35,541.0,2157.0,0.058,3900.0,-0.754,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Letharia vulpina,letvul,30_LIPC_2011,,45.495,-110.511,,14.0,2011.0,,,,1.42,,,0.106,5901.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Alectoria sarmentosa,alesar,1164152,Gifford Pinchot National Forest,45.89,-122.04,Trapper Creek Wilderness,6.0,2005.0,0.293,1.281,320.64,0.39,526.35,2211.2,0.038,3400.0,-0.325,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,letcol,1078192,Deschutes National Forest,43.77,-121.39,,6.0,2004.0,0.975,2.28,61.093,0.96,516.02,2039.0,0.058,4400.0,-0.461,(Nutt.) J.W. Thomson,Wolf lichen,intermediate,letcol,Letharia columbiana
Platismatia glauca,plagla,1054140,Umpqua National Forest,43.19,-122.29,,6.0,1998.0,1.56,3.08,200.5,0.416,998.7,1939.0,0.053,5200.0,0.061,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Platismatia glauca,plagla,CRG531,Columbia River Gorge National Scenic Area,45.698,-121.735,,6.0,2003.0,2.965,6.136,53.897,1.01,999.02,3031.6,0.12,215.0,0.604,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,xancum,FlaTop13,White River National Forest,39.964,-107.411,Flat Tops Wilderness,14.0,1982.0,,36.0,84.0,,1427.0,3546.0,,8600.0,,(Gyelnik) Hale,Questionable rockfrog,sensitive,xancum,Xanthoparmelia cumberlandia
Platismatia glauca,plagla,1070152,Willamette National Forest,43.58,-122.08,Diamond Peak Wilderness,6.0,2005.0,1.435,2.552,237.29,,431.89,1590.3,,5300.0,-0.363,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia imshaugii,hypims,1036104,Umpqua National Forest,42.74,-122.89,,6.0,1998.0,1.9,3.62,275.7,0.594,986.5,2700.0,0.066,3600.0,0.118,Krog,Tube lichen,tolerant,hypims,Hypogymnia imshaugii
,xanlin,PineBar,Wallowa-Whitman National Forest,45.496,-116.551,,6.0,1998.0,4.2,9.12,90.88,1.66,1332.0,2850.0,0.132,1500.0,,(E.C. Berry) Hale,,,xanlin,Xanthoparmelia lineola
Bryoria fremontii,bryfre,1074152,Willamette National Forest,43.68,-122.08,Waldo Lake Wilderness,6.0,1997.0,0.64,18.64,213.8,0.69,1231.0,3287.0,0.064,5600.0,-0.358,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
,bryoria,Salmon51,Salmon-Challis National Forest,44.411,-115.185,,14.0,1995.0,2,2.4,162.0,,810.0,2900.0,0.057,7200.0,,Brodo & D. Hawksw.,Horsehair lichen,,,
Platismatia glauca,plagla,1142160,Mt. Hood National Forest,45.35,-121.91,Mount Hood Wilderness,6.0,2009.0,1.024,3.5,113.86,0.79,780.35,2554.4,0.071,3100.0,-0.416,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,claran,BournPond,Green Mountain and Finger Lakes National Forests,43.1,-72.983,Lye Brook Wilderness,89.0,1993.0,0.3,2.0,15.0,,342.0,1637.0,0.075,2540.0,,(L.) Nyl.,Reindeer lichen,sensitive,,
,parsul,NCountryTrail,Chequamegon-Nicolet National Forest,46.433,-91.333,Rainbow Lake Wilderness,89.0,1992.0,1.5,7.0,272.1,,1625.0,3910.0,0.113,1200.0,,Taylor,Shield lichen,most tolerant,,
,hylspl,1198156,Gifford Pinchot National Forest,46.73,-121.95,,6.0,1995.0,1,8.2,633.3,0.8,1867.0,5782.0,0.101,1800.0,-0.139,,,,hylspl,Hylocomium splendens
,crm482,,,,,,6.0,2000.0,2.511,6.74,29.423,,637.15,3399.2,,,,,,,,
Hypogymnia inactiva,hypina,C2CMcKRC,Willamette National Forest,44.282,-122.034,,6.0,2008.0,,,,0.597,,,0.034,2346.0,,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Bryoria fremontii,bryfre,1106176,Deschutes National Forest,44.46,-121.65,,6.0,2004.0,1.57,2.144,96.41,1.26,1345.5,3052.7,0.056,2900.0,-0.318,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
Letharia vulpina,letvul,1038184,Fremont-Winema National Forests,42.79,-121.55,,6.0,2010.0,0.472,1.49,67.882,0.965,382.08,1825.1,0.08,5100.0,-0.581,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Alectoria sarmentosa,alesar,1294416,Colville National Forest,48.95,-117.05,Salmo-Priest Wilderness,6.0,2011.0,0.47,1.02,236.5,,814.95,1810.8,,6336.0,-0.167,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Platismatia glauca,plagla,1090160,Willamette National Forest,44.07,-121.93,Three Sisters Wilderness,6.0,1997.0,1.28,7.7,182.4,0.356,851.9,1921.0,0.05,3300.0,-0.158,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,edta,,,,,,10.0,2005.0,,,,9.54,,,,,,,,,,
Hypogymnia inactiva,hypina,Rose97,Adna,46.619,-123.073,,6.0,1997.0,,,,0.968,,,,400.0,0.074,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Bryoria fremontii,bryfre,1074208A,Deschutes National Forest,43.67,-121.13,,6.0,1996.0,0.94,2.32,153.5,,1863.0,4098.0,0.078,5800.0,-0.521,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
,flacap,BrownsRun4,George Washington and Jefferson National Forest,38.626,-78.605,,89.0,1995.0,,,,2.0,,,0.18,1207.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
Alectoria sarmentosa,alesar,CHUG06,Chugach N.F.,60.527,-147.659,,10.0,1993.0,,,,,,,0.04,15.0,,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Platismatia glauca,plagla,2197164,Gifford Pinchot National Forest,46.7,-121.81,,6.0,1999.0,,,,0.525,,,0.084,2500.0,,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Platismatia glauca,plagla,1006076,Rogue River-Siskiyou National Forests,42.01,-123.36,Red Buttes Wilderness,6.0,2011.0,0.42,1.81,78.08,0.415,881.33,1461.5,0.033,4400.0,-0.473,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,peach1547,,,,,,6.0,2000.0,1.209,4.543,98.931,,1428.4,24803.0,,,,,,,,
,flacap,Monong015B,Monongahela National Forest,39.023,-79.59,Otter Creek Wilderness,89.0,1992.0,,6.813,192.664,1.261,1174.84,3000.66,0.124,2132.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
,alesarmth,,,,,,6.0,1997.0,0.56,1.5,91.24,,422.6,1524.0,0.042,,,,,,,
shrubby Usnea,usnea,1136060,Siuslaw National Forest,45.21,-123.65,,6.0,1997.0,0.52,5.16,233.7,0.301,1118.0,3682.0,0.055,1500.0,-0.292,,Beard lichen,,,shrubby Usnea
Alectoria sarmentosa,alesar,TNF066,Tongass N.F.,59.582,-139.455,,10.0,1990.0,0.69,1.41,30.84,,255.67,1222.7,0.03,2.0,-0.606,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Letharia vulpina,letvul,SmithRidge,Angeles National Forest,34.289,-117.87,San Gabriel Wilderness,5.0,1987.0,2.95,18.0,85.7,,0.0,7410.0,,3000.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,rhimel,HUinta03,Uinta-Wasatch-Cache National Forest,40.844,-110.526,High Uintas Wilderness,14.0,1992.0,8,7.0,50.0,,1300.0,4500.0,0.084,9700.0,,(DC.) Leuckert & Poelt,Rock brooch,sensitive,rhimel,Rhizoplaca melanophthalma
Platismatia glauca,plagla,FIA044,Columbia River Gorge National Scenic Area,45.693,-122.281,,6.0,2000.0,1.538,4.4,41.38,0.699,847.97,2557.9,0.076,2804.0,0.042,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,peach1547,,,,,,6.0,2000.0,0.976,4.321,92.143,,1299.9,22848.0,,,,,,,,
,cetcuc,,,,,,6.0,2002.0,0.596,1.017,186.023,0.1,775.383,2377.528,0.021,,,(Bellardi) Karnefelt & Thell,Ruffle lichen,,cetcuc,Cetraria cucullata
Platismatia glauca,plagla,BRun517,Mt. Hood National Forest,45.459,-122.104,,6.0,2000.0,1.333,2.802,143.53,0.392,660.36,1846.2,0.055,800.0,,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Alectoria sarmentosa,alesar,1072164,Deschutes National Forest,43.63,-121.87,,6.0,1994.0,0.3,5.6,178.2,0.42,496.0,1646.0,0.031,4600.0,-0.536,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,rice1006,,,,,,6.0,2006.0,,,,1.151,,,,,,,,,,
,rhimel,AnaPin01,Bitterroot National Forest,45.885,-113.717,Anaconda Pintler Wilderness,14.0,2000.0,2,3.0,33.0,,1155.0,2645.0,0.065,7115.0,,(DC.) Leuckert & Poelt,Rock brooch,sensitive,rhimel,Rhizoplaca melanophthalma
,alesarwil,,,,,,6.0,2009.0,,,,0.503,,,0.024,,,,,,,
Letharia vulpina,letvul,1060188,Fremont-Winema National Forests,43.33,-121.47,,6.0,1998.0,0.48,3.4,264.52,0.687,927.04,2985.4,0.064,5700.0,-0.401,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,letcol,1050180,Fremont-Winema National Forests,43.08,-121.61,,6.0,2010.0,0.542,1.731,95.773,0.91,618.02,2381.8,0.071,4900.0,-0.754,(Nutt.) J.W. Thomson,Wolf lichen,intermediate,letcol,Letharia columbiana
Alectoria sarmentosa,alesar,1084160,Willamette National Forest,43.92,-121.94,Three Sisters Wilderness,6.0,1995.0,0.3,4.8,298.9,0.26,305.0,1235.0,0.021,5200.0,-0.239,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,xanmon,UintaF07,Uinta-Wasatch-Cache National Forest,39.901,-111.733,Mount Nebo Wilderness,14.0,2003.0,7.91,13.5,58.2,1.92,962.0,4020.0,0.104,7700.0,,,,,,
,flacap,Monong171A,Monongahela National Forest,39.019,-79.625,Otter Creek Wilderness,89.0,1987.0,1.087,8.098,144.2,,827.6,3395.0,0.113,3420.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
Sphaerophorus globosus,sphglo,1176168,Gifford Pinchot National Forest,46.19,-121.75,,6.0,1996.0,0.6,1.5,81.06,,578.0,1376.0,,2400.0,-0.654,(Hudson) Vainio,Coral lichen,intermediate,sphglo,Sphaerophorus globosus
